Station Name,City,State,Date,AQI,Treated
"Vibhab Nagar, Firozabad - UPPCB",Firozabad,Uttar Pradesh,2,143,0
"Indirapuram, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,2,268,0
"Loni, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,2,439,0
"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,2,329,0
"Vasundhara, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,2,351,0
"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",Gorakhpur,Uttar Pradesh,2,155,0
"Knowledge Park - III, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,2,283,0
"Knowledge Park - V, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,2,387,0
"Anand Vihar, Hapur - UPPCB",Hapur,Uttar Pradesh,2,393,0
"Shivaji Nagar, Jhansi - UPPCB",Jhansi,Uttar Pradesh,2,124,0
"FTI Kidwai Nagar, Kanpur - UPPCB",Kanpur,Uttar Pradesh,2,235,0
"IITK, Kanpur - IITK",Kanpur,Uttar Pradesh,2,216,0
"NSI Kalyanpur, Kanpur - UPPCB",Kanpur,Uttar Pradesh,2,231,0
"Nehru Nagar, Kanpur - UPPCB",Kanpur,Uttar Pradesh,2,306,0
"Kalindi Kunj, Khurja - UPPCB",Khurja,Uttar Pradesh,2,304,0
"B R Ambedkar University, Lucknow - UPPCB",Lucknow,Uttar Pradesh,2,264,0
"Gomti Nagar, Lucknow - UPPCB",Lucknow,Uttar Pradesh,2,269,0
"Kendriya Vidyalaya, Lucknow - CPCB",Lucknow,Uttar Pradesh,2,268,0
"Kukrail Picnic Spot-1, Lucknow - UPPCB",Lucknow,Uttar Pradesh,2,265,0
"Lalbagh, Lucknow - CPCB",Lucknow,Uttar Pradesh,2,216,0
"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,Uttar Pradesh,2,318,0
"Ganga Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,2,253,0
"Jai Bhim Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,2,323,0
"Pallavpuram Phase 2, Meerut - UPPCB",Meerut,Uttar Pradesh,2,273,0
"Buddhi Vihar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,2,118,0
"Eco Herbal Park, Moradabad - UPPCB",Moradabad,Uttar Pradesh,2,134,0
"Employment Office, Moradabad - UPPCB",Moradabad,Uttar Pradesh,2,125,0
"Jigar Colony, Moradabad - UPPCB",Moradabad,Uttar Pradesh,2,91,0
"Kashiram Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,2,170,0
"Lajpat Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,2,216,0
"Transport Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,2,103,0
"New Mandi, Muzaffarnagar - UPPCB",Muzaffarnagar,Uttar Pradesh,2,284,0
"Sector - 125, Noida - UPPCB",Noida,Uttar Pradesh,2,324,0
"Sector - 62, Noida - IMD",Noida,Uttar Pradesh,2,391,0
"Sector-1, Noida - UPPCB",Noida,Uttar Pradesh,2,277,0
"Sector-116, Noida - UPPCB",Noida,Uttar Pradesh,2,297,0
"Jhunsi, Prayagraj - UPPCB",Prayagraj,Uttar Pradesh,2,108,0
"Motilal Nehru NIT, Prayagraj - UPPCB",Prayagraj,Uttar Pradesh,2,155,0
"Nagar Nigam, Prayagraj - UPPCB",Prayagraj,Uttar Pradesh,2,137,0
"Ardhali Bazar, Varanasi - UPPCB",Varanasi,Uttar Pradesh,2,145,0
"Bhelupur, Varanasi - UPPCB",Varanasi,Uttar Pradesh,2,120,0
"IESD Banaras Hindu University, Varanasi - UPPCB",Varanasi,Uttar Pradesh,2,74,0
"Maldahiya, Varanasi - UPPCB",Varanasi,Uttar Pradesh,2,140,0
"Omex Eternity, Vrindavan - UPPCB",Vrindavan,Uttar Pradesh,2,118,0
"Doon University, Dehradun - UKPCB",Dehradun,Uttarakhand,2,94,0
"Govt. Girls Inter College, Kashipur - UKPCB",Kashipur,Uttarakhand,2,85,0
"Shivaji Nagar, Rishikesh - UKPCB",Rishikesh,Uttarakhand,2,89,0
"Asansol Court Area, Asansol - WBPCB",Asansol,West Bengal,2,217,0
"Evelyn Lodge, Asansol - WBPCB",Asansol,West Bengal,2,222,0
"Mahabir Colliery, Asansol - WBPCB",Asansol,West Bengal,2,193,0
"Trivenidevi Bhalotia College, Asansol - WBPCB",Asansol,West Bengal,2,252,0
"SVSPA Campus, Barrackpore - WBPCB",Barrackpore,West Bengal,2,230,0
"Mahishkapur Road_B-Zone, Durgapur - WBPCB",Durgapur,West Bengal,2,240,0
"PCBL Residential Complex, Durgapur - WBPCB",Durgapur,West Bengal,2,261,0
"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",Durgapur,West Bengal,2,180,0
"Priyambada Housing Estate, Haldia - WBPCB",Haldia,West Bengal,2,198,0
"Belur Math, Howrah - WBPCB",Howrah,West Bengal,2,206,0
"Botanical Garden, Howrah - WBPCB",Howrah,West Bengal,2,292,0
"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,2,283,0
"Ghusuri, Howrah - WBPCB",Howrah,West Bengal,2,279,0
"Padmapukur, Howrah - WBPCB",Howrah,West Bengal,2,275,0
"Ballygunge, Kolkata - WBPCB",Kolkata,West Bengal,2,209,0
"Bidhannagar, Kolkata - WBPCB",Kolkata,West Bengal,2,166,0
"Fort William, Kolkata - WBPCB",Kolkata,West Bengal,2,215,0
"Jadavpur, Kolkata - WBPCB",Kolkata,West Bengal,2,164,0
"Rabindra Bharati University, Kolkata - WBPCB",Kolkata,West Bengal,2,141,0
"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,West Bengal,2,123,0
"Victoria, Kolkata - WBPCB",Kolkata,West Bengal,2,183,0
"Ward-32 Bapupara, Siliguri - WBPCB",Siliguri,West Bengal,2,67,0
"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,3,112,0
"Gulzarpet, Anantapur - APPCB",Anantapur,Andhra Pradesh,3,86,0
"Gangineni Cheruvu, Chittoor - APPCB",Chittoor,Andhra Pradesh,3,111,0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,3,104,0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,3,127,0
"Tirumala, Tirupati - APPCB",Tirupati,Andhra Pradesh,3,139,0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,3,156,0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,3,74,0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,3,111,0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,3,74,0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,3,58,0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,3,185,0
"Naharlagun, Naharlagun - APSPCB",Naharlagun,Arunachal Pradesh,3,56,0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,3,180,0
"IITG, Guwahati - PCBA",Guwahati,Assam,3,73,0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,3,39,0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,3,45,0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,3,138,0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,3,34,0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,3,30,0
"Tarapur, Silchar - PCBA",Silchar,Assam,3,56,0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,3,68,0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,3,236,0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,3,113,0
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,Bihar,3,228,0
"Lohiyanagar, Begusarai - BSPCB (Formerly known as DRCC Anandpur)",Begusarai,Bihar,3,185,0
"Kamalnath Nagar, Bettiah - BSPCB",Bettiah,Bihar,3,286,0
"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,3,199,0
"Mayaganj, Bhagalpur - BSPCB",Bhagalpur,Bihar,3,228,0
"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,3,277,0
"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)",Buxar,Bihar,3,303,0
"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,3,187,0
"Town Hall - Lal Bagh, Darbhanga - BSPCB",Darbhanga,Bihar,3,242,0
"Collectorate, Gaya - BSPCB",Gaya,Bihar,3,312,0
"Kareemganj, Gaya - BSPCB",Gaya,Bihar,3,242,0
"SFTI Kusdihra, Gaya - BSPCB",Gaya,Bihar,3,156,0
"Industrial Area, Hajipur - BSPCB",Hajipur,Bihar,3,415,0
"Mirchaibari, Katihar - BSPCB",Katihar,Bihar,3,128,0
"SDM Office_Khagra, Kishanganj - BSPCB",Kishanganj,Bihar,3,242,0
"Forest Rest House, Manguraha - BSPCB",Manguraha,Bihar,3,103,0
"Gandak Colony, Motihari - BSPCB",Motihari,Bihar,3,242,0
"Town Hall, Munger - BSPCB",Munger,Bihar,3,190,0
"Buddha Colony, Muzaffarpur - BSPCB",Muzaffarpur,Bihar,3,460,0
"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",Muzaffarpur,Bihar,3,266,0
"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",Muzaffarpur,Bihar,3,278,0
"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,3,332,0
"Govt. High School Shikarpur, Patna - BSPCB",Patna,Bihar,3,200,0
"IGSC Planetarium Complex, Patna - BSPCB",Patna,Bihar,3,265,0
"Muradpur, Patna - BSPCB",Patna,Bihar,3,308,0
"Rajbansi Nagar, Patna - BSPCB",Patna,Bihar,3,292,0
"Samanpura, Patna - BSPCB",Patna,Bihar,3,242,0
"Mariam Nagar, Purnia - BSPCB",Purnia,Bihar,3,242,0
"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,3,306,0
"Police Line, Saharsa - BSPCB",Saharsa,Bihar,3,189,0
"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,3,199,0
"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,3,272,0
"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,3,105,0
"Sector 22, Chandigarh - CPCC",Chandigarh,Chandigarh,3,212,0
"Sector-25, Chandigarh - CPCC",Chandigarh,Chandigarh,3,179,0
"Sector-53, Chandigarh - CPCC",Chandigarh,Chandigarh,3,264,0
"32Bungalows, Bhilai - CECB",Bhilai,Chhattisgarh,3,172,0
"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,3,105,0
"Hathkhoj, Bhilai - CECB",Bhilai,Chhattisgarh,3,170,0
"Mangala, Bilaspur - NTPC",Bilaspur,Chhattisgarh,3,100,0
"Nawapara SECL Colony, Chhal - CECB",Chhal,Chhattisgarh,3,77,0
"Rampur, Korba - CECB",Korba,Chhattisgarh,3,80,0
"Urja Nagar, Korba - CECB",Korba,Chhattisgarh,3,58,0
"OP Jindal School, Kunjemura - CECB",Kunjemura,Chhattisgarh,3,134,0
"Govt. Higher Secondary School, Milupara - CECB",Milupara,Chhattisgarh,3,119,0
"AIIMS, Raipur - CECB",Raipur,Chhattisgarh,3,123,0
"Bhatagaon New ISBT, Raipur - CECB",Raipur,Chhattisgarh,3,106,0
"Krishak Nagar, Raipur - CECB",Raipur,Chhattisgarh,3,99,0
"Siltara Phase-II, Raipur - CECB",Raipur,Chhattisgarh,3,206,0
"OP Jindal Industrial Park, Tumidih - CECB",Tumidih,Chhattisgarh,3,119,0
"Alipur, Delhi - DPCC",Delhi,Delhi,3,404,1
"Anand Vihar, Delhi - DPCC",Delhi,Delhi,3,400,1
"Ashok Vihar, Delhi - DPCC",Delhi,Delhi,3,414,1
"Aya Nagar, Delhi - IMD",Delhi,Delhi,3,352,1
"Bawana, Delhi - DPCC",Delhi,Delhi,3,412,1
"Burari Crossing, Delhi - IMD",Delhi,Delhi,3,377,1
"CRRI Mathura Road, Delhi - IMD",Delhi,Delhi,3,335,1
"Chandni Chowk, Delhi - IITM",Delhi,Delhi,3,329,1
"DTU, Delhi - CPCB",Delhi,Delhi,3,360,1
"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,Delhi,3,365,1
"Dwarka-Sector 8, Delhi - DPCC ",Delhi,Delhi,3,391,1
"IGI Airport (T3), Delhi - IMD",Delhi,Delhi,3,362,1
"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,Delhi,3,329,1
"ITO, Delhi - CPCB",Delhi,Delhi,3,343,1
"Jahangirpuri, Delhi - DPCC",Delhi,Delhi,3,436,1
"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,Delhi,3,351,1
"Lodhi Road, Delhi - IITM",Delhi,Delhi,3,377,1
"Lodhi Road, Delhi - IMD",Delhi,Delhi,3,377,1
"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,Delhi,3,369,1
"Mandir Marg, Delhi - DPCC",Delhi,Delhi,3,353,1
"Mundka, Delhi - DPCC",Delhi,Delhi,3,404,1
"NSIT Dwarka, Delhi - CPCB",Delhi,Delhi,3,354,1
"Najafgarh, Delhi - DPCC",Delhi,Delhi,3,353,1
"Narela, Delhi - DPCC",Delhi,Delhi,3,390,1
"Nehru Nagar, Delhi - DPCC",Delhi,Delhi,3,408,1
"North Campus, DU, Delhi - IMD",Delhi,Delhi,3,340,1
"Okhla Phase-2, Delhi - DPCC",Delhi,Delhi,3,378,1
"Patparganj, Delhi - DPCC",Delhi,Delhi,3,375,1
"Punjabi Bagh, Delhi - DPCC",Delhi,Delhi,3,405,1
"Pusa, Delhi - DPCC",Delhi,Delhi,3,352,1
"Pusa, Delhi - IMD",Delhi,Delhi,3,377,1
"R K Puram, Delhi - DPCC",Delhi,Delhi,3,381,1
"Rohini, Delhi - DPCC",Delhi,Delhi,3,406,1
"Shadipur, Delhi - CPCB",Delhi,Delhi,3,411,1
"Sirifort, Delhi - CPCB",Delhi,Delhi,3,368,1
"Sonia Vihar, Delhi - DPCC",Delhi,Delhi,3,394,1
"Sri Aurobindo Marg, Delhi - DPCC",Delhi,Delhi,3,355,1
"Vivek Vihar, Delhi - DPCC",Delhi,Delhi,3,391,1
"Wazirpur, Delhi - DPCC",Delhi,Delhi,3,437,1
"Chandkheda, Ahmedabad - IITM",Ahmedabad,Gujarat,3,119,0
"Gyaspur, Ahmedabad - IITM",Ahmedabad,Gujarat,3,157,0
"Maninagar, Ahmedabad - GPCB",Ahmedabad,Gujarat,3,117,0
"Raikhad, Ahmedabad - IITM",Ahmedabad,Gujarat,3,112,0
"Rakhial, Ahmedabad - IITM",Ahmedabad,Gujarat,3,129,0
"SAC ISRO Bopal, Ahmedabad - IITM",Ahmedabad,Gujarat,3,206,0
"SAC ISRO Satellite, Ahmedabad - IITM",Ahmedabad,Gujarat,3,106,0
"SVPI Airport Hansol, Ahmedabad - IITM",Ahmedabad,Gujarat,3,145,0
"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",Ahmedabad,Gujarat,3,139,0
"GIDC, Ankleshwar - GPCB",Ankleshwar,Gujarat,3,174,0
"GIFT City, Gandhinagar - IITM",Gandhinagar,Gujarat,3,168,0
"IIPHG Lekawada, Gandhinagar - IITM",Gandhinagar,Gujarat,3,124,0
"Sector-10, Gandhinagar - GPCB",Gandhinagar,Gujarat,3,104,0
"GIDC, Nandesari - Nandesari Ind. Association",Nandesari,Gujarat,3,137,0
"Science Center, Surat - SMC",Surat,Gujarat,3,137,0
"Phase-1 GIDC, Vapi - GPCB",Vapi,Gujarat,3,140,0
"Phase-4 GIDC, Vatva - GPCB",Vatva,Gujarat,3,119,0
"Patti Mehar, Ambala - HSPCB",Ambala,Haryana,3,211,0
"Arya Nagar, Bahadurgarh - HSPCB",Bahadurgarh,Haryana,3,374,0
"Nathu Colony, Ballabgarh - HSPCB",Ballabgarh,Haryana,3,278,0
"H.B. Colony, Bhiwani - HSPCB",Bhiwani,Haryana,3,292,0
"Mini Secretariat, Charkhi Dadri - HSPCB",Charkhi Dadri,Haryana,3,333,0
"Municipal Corporation Office, Dharuhera -  HSPCB",Dharuhera,Haryana,3,338,0
"New Industrial Town, Faridabad - HSPCB",Faridabad,Haryana,3,222,0
"Sector 11, Faridabad - HSPCB",Faridabad,Haryana,3,248,0
"Sector 30, Faridabad - HSPCB",Faridabad,Haryana,3,254,0
"Sector- 16A, Faridabad - HSPCB",Faridabad,Haryana,3,252,0
"Huda Sector, Fatehabad - HSPCB",Fatehabad,Haryana,3,234,0
"NISE Gwal Pahari, Gurugram - IMD",Gurugram,Haryana,3,344,0
"Sector-51, Gurugram - HSPCB",Gurugram,Haryana,3,316,0
"Teri Gram, Gurugram - HSPCB",Gurugram,Haryana,3,321,0
"Vikas Sadan, Gurugram - HSPCB",Gurugram,Haryana,3,304,0
"Urban Estate-II, Hisar - HSPCB",Hisar,Haryana,3,222,0
"Police Lines, Jind - HSPCB",Jind,Haryana,3,276,0
"Rishi Nagar, Kaithal - HSPCB",Kaithal,Haryana,3,246,0
"Sector-12, Karnal - HSPCB",Karnal,Haryana,3,174,0
"Sector-7, Kurukshetra - HSPCB",Kurukshetra ,Haryana,3,209,0
"General Hospital, Mandikhera - HSPCB",Mandikhera,Haryana,3,118,0
"Sector-2 IMT, Manesar - HSPCB",Manesar,Haryana,3,313,0
"Shastri Nagar, Narnaul - HSPCB",Narnaul,Haryana,3,176,0
"Shyam Nagar, Palwal - HSPCB",Palwal ,Haryana,3,87,0
"Sector-6, Panchkula - HSPCB ",Panchkula,Haryana,3,155,0
"Sector-18, Panipat - HSPCB",Panipat,Haryana,3,252,0
"MD University, Rohtak - HSPCB",Rohtak,Haryana,3,315,0
"F-Block, Sirsa - HSPCB",Sirsa,Haryana,3,286,0
"Murthal, Sonipat - HSPCB",Sonipat,Haryana,3,245,0
"Gobind Pura, Yamuna Nagar - HSPCB",Yamuna Nagar,Haryana,3,188,0
"HIMUDA Complex Phase-1, Baddi - HPPCB",Baddi,Himachal Pradesh,3,115,0
"Rajbagh, Srinagar - JKSPCB",Srinagar,Jammu and Kashmir,3,33,0
"Kalakusuma, Dhanbad - DMC",Dhanbad,Jharkhand,3,194,0
"Sardar Patel Nagar, Dhanbad - JSPCB",Dhanbad,Jharkhand,3,244,0
"Tata Stadium, Jorapokhar - JSPCB",Jorapokhar,Jharkhand,3,143,0
"Mohalbani Ghat, Pathardih - DMC",Pathardih,Jharkhand,3,194,0
"Vidayagiri, Bagalkot - KSPCB",Bagalkot,Karnataka,3,46,0
"Ramteerth Nagar, Belgaum - KSPCB",Belgaum,Karnataka,3,88,0
"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,3,96,0
"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,Karnataka,3,88,0
"Bapuji Nagar, Bengaluru - KSPCB",Bengaluru,Karnataka,3,105,0
"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,3,76,0
"Hebbal, Bengaluru - KSPCB",Bengaluru,Karnataka,3,88,0
"Hombegowda Nagar, Bengaluru - KSPCB",Bengaluru,Karnataka,3,77,0
"Jayanagar 5th Block, Bengaluru - KSPCB",Bengaluru,Karnataka,3,103,0
"Jigani, Bengaluru - KSPCB",Bengaluru,Karnataka,3,104,0
"Kasturi Nagar, Bengaluru - KSPCB",Bengaluru,Karnataka,3,56,0
"Peenya, Bengaluru - CPCB",Bengaluru,Karnataka,3,91,0
"RVCE-Mailasandra, Bengaluru - KSPCB",Bengaluru,Karnataka,3,192,0
"Sanegurava Halli, Bengaluru - KSPCB",Bengaluru,Karnataka,3,39,0
"Shivapura_Peenya, Bengaluru - KSPCB",Bengaluru,Karnataka,3,110,0
"Silk Board, Bengaluru - KSPCB",Bengaluru,Karnataka,3,100,0
"Naubad, Bidar - KSPCB",Bidar,Karnataka,3,120,0
"Urban, Chamarajanagar - KSPCB",Chamarajanagar,Karnataka,3,47,0
"Chikkaballapur Rural, Chikkaballapur - KSPCB",Chikkaballapur,Karnataka,3,123,0
"Kalyana Nagara, Chikkamagaluru - KSPCB",Chikkamagaluru,Karnataka,3,55,0
"Devaraj Urs Badavane, Davanagere - KSPCB",Davanagere,Karnataka,3,108,0
"Kalabhavan, Dharwad - KSPCB",Dharwad,Karnataka,3,86,0
"Panchal Nagar, Gadag - KSPCB",Gadag,Karnataka,3,78,0
"B.Katihalli, Hassan - KSPCB",Hassan,Karnataka,3,87,0
"Ashwini Nagar, Haveri - KSPCB",Haveri,Karnataka,3,88,0
"Deshpande Nagar, Hubballi - KSPCB",Hubballi,Karnataka,3,183,0
"Lingaraj Nagar, Hubballi - KSPCB",Hubballi,Karnataka,3,53,0
"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",Kalaburagi,Karnataka,3,163,0
"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",Kalaburagi,Karnataka,3,48,0
"KHB Colony, Karwar - KSPCB",Karwar,Karnataka,3,88,0
"Tamaka Ind. Area, Kolar - KSPCB",Kolar,Karnataka,3,48,0
"Diwator Nagar, Koppal - KSPCB",Koppal,Karnataka,3,95,0
"Stuart Hill, Madikeri - KSPCB",Madikeri,Karnataka,3,35,0
"Kadri, Mangalore - KSPCB",Mangalore,Karnataka,3,50,0
"Hebbal 1st Stage, Mysuru - KSPCB",Mysuru,Karnataka,3,71,0
"Haji Colony, Raichur - KSPCB",Raichur,Karnataka,3,88,0
"Vijay Nagar, Ramanagara - KSPCB",Ramanagara,Karnataka,3,87,0
"Vinoba Nagara, Shivamogga - KSPCB",Shivamogga,Karnataka,3,54,0
"Thimmalapura, Tumakuru - KSPCB",Tumakuru,Karnataka,3,118,0
"Brahmagiri, Udupi - KSPCB",Udupi,Karnataka,3,94,0
"Ibrahimpur, Vijayapura - KSPCB",Vijayapura,Karnataka,3,37,0
"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,3,146,0
"Udyogamandal, Eloor - Kerala PCB",Eloor,Kerala,3,55,0
"Kacheripady, Ernakulam - Kerala PCB",Ernakulam,Kerala,3,55,0
"Thavakkara, Kannur - Kerala PCB",Kannur,Kerala,3,55,0
"Vyttila, Kochi - Kerala PCB",Kochi,Kerala,3,55,0
"Polayathode, Kollam - Kerala PCB",Kollam,Kerala,3,60,0
"Palayam, Kozhikode - Kerala PCB",Kozhikode,Kerala,3,55,0
"Kariavattom, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,3,55,0
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,3,56,0
"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,3,49,0
"Idgah Hills, Bhopal - MPPCB",Bhopal,Madhya Pradesh,3,241,0
"Paryavaran Parisar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,3,246,0
"T T Nagar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,3,245,0
"Shrivastav Colony, Damoh - MPPCB",Damoh,Madhya Pradesh,3,254,0
"Bhopal Chauraha, Dewas - MPPCB",Dewas,Madhya Pradesh,3,181,0
"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,3,249,0
"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,3,224,0
"Maharaj Bada, Gwalior - MPPCB",Gwalior,Madhya Pradesh,3,246,0
"Phool Bagh, Gwalior - Mondelez Ind. Food",Gwalior,Madhya Pradesh,3,198,0
"Airport Area, Indore - IMC",Indore,Madhya Pradesh,3,198,0
"Chhoti Gwaltoli, Indore - MPPCB",Indore,Madhya Pradesh,3,211,0
"Maguda Nagar, Indore - IMC",Indore,Madhya Pradesh,3,59,0
"Regional Park, Indore - IMC",Indore,Madhya Pradesh,3,111,0
"Residency Area, Indore - IMC",Indore,Madhya Pradesh,3,88,0
"Vijay Nagar Scheme-78, Indore - Glenmark",Indore,Madhya Pradesh,3,52,0
"Govindh Bhavan Colony, Jabalpur - JMC",Jabalpur,Madhya Pradesh,3,178,0
"Gupteshwar, Jabalpur - JMC",Jabalpur,Madhya Pradesh,3,198,0
"Marhatal, Jabalpur - MPPCB",Jabalpur,Madhya Pradesh,3,188,0
"Suhagi, Jabalpur - JMC",Jabalpur,Madhya Pradesh,3,260,0
"Gole Bazar, Katni - MPPCB",Katni,Madhya Pradesh,3,198,0
"Sahilara, Maihar - KJS Cements",Maihar,Madhya Pradesh,3,198,0
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,Madhya Pradesh,3,290,0
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,Madhya Pradesh,3,242,0
"Shasthri Nagar, Ratlam - IPCA Lab",Ratlam,Madhya Pradesh,3,167,0
"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,3,302,0
"Deen Dayal Nagar, Sagar - MPPCB",Sagar,Madhya Pradesh,3,100,0
"Bandhavgar Colony, Satna - Birla Cement",Satna,Madhya Pradesh,3,74,0
"Suryakiran Bhawan NCL, Singrauli - MPPCB",Singrauli,Madhya Pradesh,3,327,0
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,Madhya Pradesh,3,220,0
"Tarakpur, Ahmednagar - MPCB",Ahmednagar,Maharashtra,3,151,0
"Ramdaspeth, Akola - MPCB",Akola,Maharashtra,3,121,0
"Shivneri Colony, Amravati - MPCB",Amravati,Maharashtra,3,109,0
"Shri Shivaji Science College, Amaravati - MPCB",Amravati,Maharashtra,3,126,0
"MIDC Chilkalthana, Aurangabad - MPCB",Aurangabad,Maharashtra,3,103,0
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,Maharashtra,3,65,0
"Rachnakar Colony, Aurangabad - MPCB",Aurangabad,Maharashtra,3,148,0
"Katrap, Badlapur - MPCB",Badlapur,Maharashtra,3,177,0
"CBD Belapur, Belapur - MPCB",Belapur,Maharashtra,3,124,0
"Gokul Nagar, Bhiwandi - MPCB",Bhiwandi,Maharashtra,3,206,0
"Khaira, Boisar - MPCB",Boisar,Maharashtra,3,166,0
"Chauhan Colony, Chandrapur - MPCB",Chandrapur,Maharashtra,3,170,0
"MIDC Khutala, Chandrapur - MPCB",Chandrapur,Maharashtra,3,153,0
"Deopur, Dhule - MPCB",Dhule,Maharashtra,3,188,0
"Prabhat Colony, Jalgaon - MPCB",Jalgaon,Maharashtra,3,257,0
"Old MIDC, Jalna - MPCB",Jalna,Maharashtra,3,225,0
"Khadakpada, Kalyan - MPCB",Kalyan,Maharashtra,3,125,0
"Pimpleshwar Mandir, Kalyan - MPCB",Kalyan,Maharashtra,3,111,0
"Shivaji University, Kolhapur - MPCB",Kolhapur,Maharashtra,3,153,0
"Sinchan Bhavan, Kolhapur - MPCB",Kolhapur,Maharashtra,3,127,0
"Sawe Wadi, Latur - MPCB",Latur,Maharashtra,3,174,0
"Kamble Tarf Birwadi, Mahad - MPCB",Mahad,Maharashtra,3,203,0
"Mahesh Nagar, Malegaon - MPCB",Malegaon,Maharashtra,3,147,0
"Bhayandar West, Mira-Bhayandar - MPCB",Mira-Bhayandar,Maharashtra,3,145,0
"Bandra Kurla Complex, Mumbai - IITM",Mumbai,Maharashtra,3,153,0
"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,Maharashtra,3,81,0
"Bandra, Mumbai - MPCB",Mumbai,Maharashtra,3,153,0
"Borivali East, Mumbai - IITM",Mumbai,Maharashtra,3,179,0
"Borivali East, Mumbai - MPCB",Mumbai,Maharashtra,3,92,0
"Byculla, Mumbai - BMC",Mumbai,Maharashtra,3,105,0
